Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,7.016456127166748,7.044634819030762,6.424706935882568,6.593778133392334,5.708410263061523,200900
2000-01-04,6.3401713371276855,6.452885627746582,6.311992645263672,6.424706935882568,5.562043190002441,365300
2000-01-05,6.368350028991699,6.593778133392334,6.311992645263672,6.537421226501465,5.65962028503418,229300
2000-01-06,6.537421226501465,6.90374231338501,6.424706935882568,6.791028022766113,5.879176139831543,419400
2000-01-07,6.791028022766113,7.2700629234313965,6.791028022766113,7.2700629234313965,6.293888568878174,887800
2000-01-10,7.213706016540527,7.213706016540527,7.1291704177856445,7.213706016540527,6.2450995445251465,281200
2000-01-11,7.185527324676514,7.241884708404541,7.1291704177856445,7.213706016540527,6.2450995445251465,595500
2000-01-12,7.213706016540527,7.213706016540527,6.90374231338501,6.90374231338501,5.976755142211914,225100
2000-01-13,6.960099220275879,7.410955905914307,6.960099220275879,7.185527324676514,6.220704078674316,466000
2000-01-14,7.213706016540527,7.326420307159424,7.1291704177856445,7.326420307159424,6.34268045425415,637600
2000-01-18,7.29824161529541,7.636384010314941,7.185527324676514,7.608205795288086,6.586627960205078,1237400
2000-01-19,7.777276992797852,8.538097381591797,7.749098300933838,8.425383567810059,7.2940826416015625,1698100
2000-01-20,8.453561782836914,8.48173999786377,8.312668800354004,8.312668800354004,7.196502685546875,1284200
2000-01-21,8.312668800354004,9.6934175491333,8.312668800354004,9.129846572875977,7.903955459594727,1281700
2000-01-24,9.129846572875977,9.411632537841797,9.07348918914795,9.242561340332031,8.001533508300781,1160400
2000-01-25,9.270739555358887,9.6934175491333,9.21438217163086,9.608881950378418,8.318665504455566,772300
2000-01-26,9.580703735351562,9.6934175491333,9.242561340332031,9.637060165405273,8.343063354492188,872300
2000-01-27,9.665239334106445,9.806131362915039,8.76352596282959,8.904417991638184,7.708794116973877,1611100
2000-01-28,8.932597160339355,9.017132759094238,8.509919166564941,8.594454765319824,7.440450191497803,292100
2000-01-31,8.594454765319824,8.904417991638184,8.453561782836914,8.453561782836914,7.31847620010376,407600
2000-02-01,8.678990364074707,8.876239776611328,8.397204399108887,8.62263298034668,7.464846134185791,506500
2000-02-02,8.848061561584473,9.158024787902832,8.678990364074707,8.791704177856445,7.611215114593506,518700
2000-02-03,8.791704177856445,8.904417991638184,8.707168579101562,8.791704177856445,7.611215114593506,97100
2000-02-04,8.791704177856445,8.791704177856445,8.340847969055176,8.538097381591797,7.391659736633301,732100
2000-02-07,8.538097381591797,8.876239776611328,8.509919166564941,8.876239776611328,7.6844000816345215,410900
2000-02-08,8.876239776611328,9.07348918914795,8.509919166564941,8.791704177856445,7.611215114593506,289800
2000-02-09,8.735346794128418,8.876239776611328,8.538097381591797,8.650811195373535,7.4892401695251465,330700
2000-02-10,8.566275596618652,11.271415710449219,8.509919166564941,10.595130920410156,9.172491073608398,3323800
2000-02-11,10.623309135437012,11.045987129211426,10.228809356689453,10.595130920410156,9.172491073608398,1588300
